id,firstName,lastName,middleName,gender,birthDate
"687","Анастасій","Петрин","Зореславович","male","Wed Aug 30 2006 10:32:15 GMT+0300 (Eastern European Summer Time)"
"688","Аврелія","Негода","Гнатівна","female","Sat Oct 07 1967 22:28:05 GMT+0300 (Eastern European Standard Time)"
"689","Валерій","Гриневський","Антонович","male","Sun Apr 14 1968 23:08:36 GMT+0300 (Eastern European Standard Time)"
"690","Роман","Міняйло","Вадимович","male","Wed Feb 26 1975 04:45:35 GMT+0300 (Eastern European Standard Time)"
"691","Хвалимир","Юрчишин","Альбертович","male","Wed Nov 26 1980 22:28:45 GMT+0300 (Eastern European Standard Time)"
"692","Станіслав","Федоришин","Захарович","male","Thu Jan 24 1985 01:06:31 GMT+0300 (Eastern European Standard Time)"
"693","Натан","Ногачевський","Всеволодович","male","Sun Mar 28 1971 05:35:13 GMT+0300 (Eastern European Standard Time)"
"694","Гордій","Яцьків","Ігорович","male","Tue Dec 19 1972 00:12:12 GMT+0300 (Eastern European Standard Time)"
"695","Лаврін","Савицький","Владиславович","male","Mon Nov 06 2000 14:32:53 GMT+0200 (Eastern European Standard Time)"
"696","Аврора","Сосюра","Всеволодівна","female","Wed Feb 13 2002 07:05:42 GMT+0200 (Eastern European Standard Time)"
"697","Добромила","Дмитришина","Болеславівна","female","Sun Sep 27 1998 22:40:52 GMT+0300 (Eastern European Summer Time)"
"698","Олеся","Ганич","Євгенівна","female","Sat Apr 15 1989 06:49:01 GMT+0400 (Eastern European Summer Time)"
"699","Діяна","Юрчишина","Всеславівна","female","Tue May 04 1993 19:07:42 GMT+0300 (Eastern European Summer Time)"
"700","Зорина","Ланова","Степанівна","female","Sat Oct 18 1986 18:54:23 GMT+0300 (Eastern European Standard Time)"
"701","Подолян","Лютий","Альбертович","male","Fri Mar 01 1991 00:38:01 GMT+0300 (Eastern European Summer Time)"
"702","Мирон","Малкович","Остапович","male","Tue Dec 20 1988 17:34:53 GMT+0300 (Eastern European Standard Time)"
"703","Аскольд","Горбач","Олександрович","male","Tue Mar 31 1970 16:40:21 GMT+0300 (Eastern European Standard Time)"
"704","Дана","Майборода","Зеновіївна","female","Sun Jul 28 1991 20:07:55 GMT+0300 (Eastern European Summer Time)"
"705","Степан","Ликович","Білославович","male","Thu Aug 15 1991 05:22:52 GMT+0300 (Eastern European Summer Time)"
"706","Будимир","Ящук","Охрімович","male","Tue Mar 12 1974 11:41:05 GMT+0300 (Eastern European Standard Time)"
"707","Ілля","Махно","Матвійович","male","Mon Oct 17 1966 20:33:47 GMT+0300 (Eastern European Standard Time)"
"708","Оксана","Притула","Омелянівна","female","Tue Sep 07 1982 21:26:29 GMT+0400 (Eastern European Summer Time)"
"709","Дарислава","Демків","Валентинівна","female","Fri Nov 22 1996 20:06:47 GMT+0200 (Eastern European Standard Time)"
"710","Радослава","Шупик","Станіславівна","female","Wed Jun 26 2002 15:10:34 GMT+0300 (Eastern European Summer Time)"
"711","Сюзана","Янюк","Сергіївна","female","Sun Jun 10 2001 19:17:50 GMT+0300 (Eastern European Summer Time)"
"712","Дмитро","Данилко","Миколайович","male","Thu Oct 02 1986 18:37:28 GMT+0300 (Eastern European Standard Time)"
"713","Любомир","Довгалевський","Орестович","male","Wed Feb 09 2005 09:12:24 GMT+0200 (Eastern European Standard Time)"
"714","Афанасій","Коломієць","Охрімович","male","Sat Sep 10 1966 03:33:02 GMT+0300 (Eastern European Standard Time)"
"715","Славомир","Горбач","Богданович","male","Mon Jan 11 1999 17:24:55 GMT+0200 (Eastern European Standard Time)"
"716","Аврелія","Єрмак","Анатоліївна","female","Fri Jul 26 2002 11:47:35 GMT+0300 (Eastern European Summer Time)"
"717","Власта","Москалюк","Григоріївна","female","Fri Nov 30 2001 15:49:35 GMT+0200 (Eastern European Standard Time)"
"718","Зеновій","Петик","Гнатович","male","Tue Nov 30 1976 17:03:46 GMT+0300 (Eastern European Standard Time)"
"719","Меланія","Петрів","Марківна","female","Mon Dec 15 1986 22:11:41 GMT+0300 (Eastern European Standard Time)"
"720","Вілена","Ярмак","Корнеліївна","female","Mon Jan 18 1993 10:48:19 GMT+0200 (Eastern European Standard Time)"
"721","Лідія","Петришина","Олельківна","female","Sun Apr 23 1989 15:10:15 GMT+0400 (Eastern European Summer Time)"
"722","Остап","Андрухович","Арсенович","male","Tue Jan 17 1984 08:46:48 GMT+0300 (Eastern European Standard Time)"
"723","Ладо","Іванів","Герасимович","male","Sat May 04 1974 12:27:58 GMT+0300 (Eastern European Standard Time)"
"724","Віргінія","Зінкевич","В’ячеславівна","female","Sun Jun 13 1982 06:38:06 GMT+0400 (Eastern European Summer Time)"
"725","Палажка","Лазірко","Братиславівна","female","Sun Sep 10 1989 16:42:01 GMT+0400 (Eastern European Summer Time)"
"726","Сніжан","Стоян","Анастасович","male","Thu Mar 13 2003 07:22:12 GMT+0200 (Eastern European Standard Time)"
"727","Кий","Ликович","Гордійович","male","Sun Nov 07 1971 14:51:06 GMT+0300 (Eastern European Standard Time)"
"728","Адріана","Приймак","Маркіянівна","female","Mon Oct 10 1983 22:42:16 GMT+0300 (Eastern European Standard Time)"
"729","Яровид","Погиба","Мирославович","male","Fri Jul 18 1986 17:38:51 GMT+0400 (Eastern European Summer Time)"
"730","Радим","Іванів","Валентинович","male","Wed Feb 24 1971 11:19:37 GMT+0300 (Eastern European Standard Time)"
"731","Раїса","Ялюк","Юріївна","female","Wed Aug 14 1985 08:49:46 GMT+0400 (Eastern European Summer Time)"
"732","Остап","Шиян","Матвійович","male","Mon Jan 19 1970 21:00:36 GMT+0300 (Eastern European Standard Time)"
"733","Влад","Глинський","Захарович","male","Fri Aug 23 1985 07:07:24 GMT+0400 (Eastern European Summer Time)"
"734","Болеслав","Дзюба","Денисович","male","Wed Jan 03 1996 07:00:39 GMT+0200 (Eastern European Standard Time)"
"735","Станислава","Ткаченко","Даромирівна","female","Sun May 15 1966 19:36:21 GMT+0300 (Eastern European Standard Time)"
"736","Корнилій","Ромей","Віталійович","male","Wed Dec 09 1964 04:58:48 GMT+0300 (Eastern European Standard Time)"
"737","Арсен","Гречко","Зеновійович","male","Tue Sep 17 1985 22:00:30 GMT+0400 (Eastern European Summer Time)"
"738","Артемія","Потоцька","Бориславівна","female","Sat Jun 06 1981 01:39:28 GMT+0400 (Eastern European Summer Time)"
"739","Ярема","Шамрило","Бориславович","male","Sat Dec 07 1985 11:01:08 GMT+0300 (Eastern European Standard Time)"
"740","Яна","Ярмак","Зеновіївна","female","Mon Jul 17 1978 06:07:20 GMT+0300 (Eastern European Standard Time)"
"741","Аполлонія","Балабуха","Матвіївна","female","Thu Jul 27 1967 02:04:25 GMT+0300 (Eastern European Standard Time)"
"742","Артемія","Степанець","Афанасіївна","female","Sun May 23 1965 04:59:17 GMT+0300 (Eastern European Standard Time)"
"743","Аврелій","Миклашевський","Захарович","male","Sat Jan 23 1993 11:09:06 GMT+0200 (Eastern European Standard Time)"
"744","Левко","Гнатишин","Русланович","male","Tue Jan 14 1986 04:54:57 GMT+0300 (Eastern European Standard Time)"
"745","Людмила","Лугова","Владиславівна","female","Mon Nov 21 2005 20:08:30 GMT+0200 (Eastern European Standard Time)"
"746","Гаврило","Линдик","Зореславович","male","Sun Dec 27 1992 07:28:03 GMT+0200 (Eastern European Standard Time)"
"747","Зорян","Шупик","Миронович","male","Sat Sep 28 1974 07:38:34 GMT+0300 (Eastern European Standard Time)"
"748","Мирослав","Потебенько","Данилович","male","Thu Jul 10 1997 07:14:00 GMT+0300 (Eastern European Summer Time)"
"749","Агнія","Коломієць","Корнилівна","female","Fri Mar 09 1973 17:10:00 GMT+0300 (Eastern European Standard Time)"
"750","Болеслав","Шкараба","Альбертович","male","Sat Jan 07 1995 14:13:00 GMT+0200 (Eastern European Standard Time)"
"751","Добромисл","Магера","Вадимович","male","Tue Jan 26 1971 02:53:33 GMT+0300 (Eastern European Standard Time)"
"752","Лілія","Семещук","Всеславівна","female","Wed Jan 29 1997 05:04:02 GMT+0200 (Eastern European Standard Time)"
"753","Ладо","Шевченко","Олегович","male","Mon Dec 08 1975 14:29:26 GMT+0300 (Eastern European Standard Time)"
"754","Віталій","Романишин","Родіонович","male","Wed Feb 21 2007 08:09:09 GMT+0200 (Eastern European Standard Time)"
"755","Устина","Петришина","Омелянівна","female","Mon May 24 1965 19:25:01 GMT+0300 (Eastern European Standard Time)"
"756","Ганна","Люта","Мечиславівна","female","Sat Oct 03 1998 08:20:21 GMT+0300 (Eastern European Summer Time)"
"757","Родіон","Гамула","Юрійович","male","Mon Apr 13 1987 23:27:30 GMT+0400 (Eastern European Summer Time)"
"758","Іванна","Шамрило","Артемівна","female","Sat Jun 06 1981 04:25:27 GMT+0400 (Eastern European Summer Time)"
"759","Болеслава","Павлишина","Ізяславівна","female","Thu Oct 06 1994 23:38:13 GMT+0200 (Eastern European Standard Time)"
"760","Богдан","Спотикач","Любомирович","male","Thu Jan 15 1976 09:31:11 GMT+0300 (Eastern European Standard Time)"
"761","Орхип","Глинський","Златомирович","male","Sun Dec 15 1996 07:22:01 GMT+0200 (Eastern European Standard Time)"
"762","Любов","Ковальська","Костянтинівна","female","Wed Dec 11 2002 05:41:57 GMT+0200 (Eastern European Standard Time)"
"763","Євген","Негода","Альбертович","male","Mon Jun 19 2000 10:17:26 GMT+0300 (Eastern European Summer Time)"
"764","Аскольд","Хитрово","Всеволодович","male","Wed Mar 26 1986 08:25:10 GMT+0300 (Eastern European Standard Time)"
"765","Натан","Верещук","Зеновійович","male","Fri Jun 04 1993 23:08:15 GMT+0300 (Eastern European Summer Time)"
"766","Синьоок","Дідух","Костянтинович","male","Sun Sep 08 1985 23:41:24 GMT+0400 (Eastern European Summer Time)"
"767","Корнило","Лобачевський","Степанович","male","Thu Aug 13 1998 16:17:35 GMT+0300 (Eastern European Summer Time)"
"768","Жанна","Ємець","Всеславівна","female","Mon Apr 29 1985 10:54:48 GMT+0400 (Eastern European Summer Time)"
"769","Ярема","Павлів","Радимирович","male","Thu Sep 07 2000 15:02:01 GMT+0300 (Eastern European Summer Time)"
"770","Фаїна","Гайчук","Панасівна","female","Tue Jun 14 1994 04:02:13 GMT+0300 (Eastern European Summer Time)"
"771","Ликера","Саєнко","Михайлівна","female","Wed Jan 07 1987 07:08:28 GMT+0300 (Eastern European Standard Time)"
"772","Валентина","Бондаренко","Немирівна","female","Thu Sep 22 1988 20:57:15 GMT+0400 (Eastern European Summer Time)"
"773","Левко","Негода","Боримирович","male","Thu Jan 06 1983 13:21:04 GMT+0300 (Eastern European Standard Time)"
"774","Забава","Гнатишина","Панасівна","female","Fri Apr 10 1981 05:38:34 GMT+0400 (Eastern European Summer Time)"
"775","Афанасій","Потоцький","Божемирович","male","Sat Jul 18 1970 21:35:37 GMT+0300 (Eastern European Standard Time)"
"776","Анатолія","Ліхно","Юхимівна","female","Thu Mar 08 1990 01:24:16 GMT+0300 (Eastern European Standard Time)"
"777","Орина","Сідлецька","Сергіївна","female","Fri Aug 15 1975 23:16:13 GMT+0300 (Eastern European Standard Time)"
"778","Гордій","Янюк","Звенимирович","male","Wed Sep 19 2001 09:02:47 GMT+0300 (Eastern European Summer Time)"
"779","Юрій","Лученко","Тимофійович","male","Thu Apr 12 1979 12:55:03 GMT+0300 (Eastern European Standard Time)"
"780","Добромисл","Латанський","Валентинович","male","Wed May 22 1974 00:46:19 GMT+0300 (Eastern European Standard Time)"
"781","Ада","Сучак","Всеволодівна","female","Thu Dec 13 1973 21:09:46 GMT+0300 (Eastern European Standard Time)"
"782","Адріана","Шамрило","Славутівна","female","Wed Jan 18 2006 18:14:11 GMT+0200 (Eastern European Standard Time)"
"783","Аврелія","Гойко","Вадимівна","female","Tue Dec 04 1984 03:33:10 GMT+0300 (Eastern European Standard Time)"
"784","Аврелій","Горовий","Назарович","male","Mon Aug 01 1977 12:59:01 GMT+0300 (Eastern European Standard Time)"
"785","Охрім","Бачей","Маркович","male","Tue Jun 28 1977 11:51:01 GMT+0300 (Eastern European Standard Time)"
"786","Листвич","Барановський","Денисович","male","Mon Oct 14 1968 15:26:54 GMT+0300 (Eastern European Standard Time)"
"787","Аврелія","Григоришина","Ігорівна","female","Mon Dec 25 1989 23:29:02 GMT+0300 (Eastern European Standard Time)"
"788","Неля","Коман","Мечиславівна","female","Sat Feb 04 1984 01:10:04 GMT+0300 (Eastern European Standard Time)"
"789","Марія","Скоропадська","Панасівна","female","Tue Aug 18 1998 22:30:38 GMT+0300 (Eastern European Summer Time)"
"790","Славолюб","Зленко","Денисович","male","Tue May 11 1999 00:45:52 GMT+0300 (Eastern European Summer Time)"
"791","Тамара","Поривайло","Олельківна","female","Fri Apr 06 1990 17:00:29 GMT+0400 (Eastern European Summer Time)"
"792","Тиміш","Юрчишин","Герасимович","male","Fri Mar 03 1972 23:03:53 GMT+0300 (Eastern European Standard Time)"
"793","Орися","Тарасюк","Даромирівна","female","Tue Oct 07 2003 03:14:01 GMT+0300 (Eastern European Summer Time)"
"794","Милослава","Боровська","Віталіївна","female","Wed Oct 30 2002 05:22:06 GMT+0200 (Eastern European Standard Time)"
"795","Марина","Паращук","Григоріївна","female","Tue Aug 08 2006 17:15:24 GMT+0300 (Eastern European Summer Time)"
"796","Звенислава","Троян","Анастасівна","female","Fri Jun 29 1979 13:42:21 GMT+0300 (Eastern European Standard Time)"
"797","Орхип","Москаль","Орхипович","male","Fri Jul 04 2003 17:48:59 GMT+0300 (Eastern European Summer Time)"
"798","Омелян","Гришко","Данилович","male","Wed Jan 29 1975 14:05:18 GMT+0300 (Eastern European Standard Time)"
"799","Охрім","Ромочко","Данилович","male","Mon Oct 05 1987 10:06:44 GMT+0300 (Eastern European Standard Time)"
"800","Зінаїда","Шухевич","Тимофіївна","female","Sun Mar 29 1970 05:17:13 GMT+0300 (Eastern European Standard Time)"
"801","Антін","Лахман","Тимофійович","male","Sat Feb 27 1999 17:45:30 GMT+0200 (Eastern European Standard Time)"
"802","Градимир","Зінкевич","Богданович","male","Thu Jan 06 2005 01:25:44 GMT+0200 (Eastern European Standard Time)"
"803","Альбіна","Миклухо","Костянтинівна","female","Thu Aug 10 1989 17:40:27 GMT+0400 (Eastern European Summer Time)"
"804","Азалія","Городоцька","Ростиславівна","female","Fri Aug 06 1971 20:31:55 GMT+0300 (Eastern European Standard Time)"
"805","Корнелій","Трясун","Радимович","male","Sat Mar 22 1975 21:31:52 GMT+0300 (Eastern European Standard Time)"
"806","Власта","Ганич","Пантелеймонівна","female","Sat Jul 06 1996 13:48:38 GMT+0300 (Eastern European Summer Time)"
"807","Квітка","Петрів","Родіонівна","female","Thu Jan 11 2007 11:11:54 GMT+0200 (Eastern European Standard Time)"
"808","Олександр","Поривайло","Григорійович","male","Fri Oct 12 1984 21:44:47 GMT+0300 (Eastern European Standard Time)"
"809","Алла","Шиян","Боженівна","female","Thu Jul 18 1974 15:49:42 GMT+0300 (Eastern European Standard Time)"
"810","Юрій","Пендик","Миронович","male","Sun Aug 07 1977 15:03:58 GMT+0300 (Eastern European Standard Time)"
"811","Марічка","Шевченко","Доброславівна","female","Mon Oct 26 1964 08:17:16 GMT+0300 (Eastern European Standard Time)"
"812","Іван","Семещук","Зореславович","male","Sun Aug 12 1979 05:17:54 GMT+0300 (Eastern European Standard Time)"
"813","Охрім","Євенко","Боримирович","male","Sun Dec 11 1988 03:28:37 GMT+0300 (Eastern European Standard Time)"
"814","Святослава","Пригода","Славутівна","female","Sun Feb 26 2006 05:48:18 GMT+0200 (Eastern European Standard Time)"
"815","Лаврентій","Петрин","Анастасович","male","Sun Dec 14 1969 04:32:23 GMT+0300 (Eastern European Standard Time)"
"816","Євген","Бердник","Боримирович","male","Wed Jan 10 1979 04:11:55 GMT+0300 (Eastern European Standard Time)"
"817","Мальва","Вередун","Мстиславівна","female","Sun Sep 18 1983 23:16:22 GMT+0400 (Eastern European Summer Time)"
"818","Добринка","Бачей","Арсеніївна","female","Thu Jan 30 1986 14:29:11 GMT+0300 (Eastern European Standard Time)"
"819","Любозар","Спотикач","Анастасович","male","Tue Apr 05 1977 17:36:01 GMT+0300 (Eastern European Standard Time)"
"820","Роксолана","Калач","Сергіївна","female","Sat Jul 18 1970 13:46:25 GMT+0300 (Eastern European Standard Time)"
"821","Корній","Пасічник","Іванович","male","Fri Nov 30 2001 20:13:40 GMT+0200 (Eastern European Standard Time)"
"822","Подолян","Латаний","Олелькович","male","Tue Jan 24 1984 05:51:05 GMT+0300 (Eastern European Standard Time)"
"823","Артем","Негода","Артемович","male","Wed Jul 28 1993 23:04:58 GMT+0300 (Eastern European Summer Time)"
"824","Гліб","Пригода","Романович","male","Thu Apr 15 1976 04:19:12 GMT+0300 (Eastern European Standard Time)"
"825","Омелян","Ємець","Зореславович","male","Tue Feb 08 1966 01:36:06 GMT+0300 (Eastern European Standard Time)"
"826","Мусій","Шестак","Гнатович","male","Mon Feb 28 1972 15:56:05 GMT+0300 (Eastern European Standard Time)"
"827","Раїна","Лобачевська","Денисівна","female","Wed Aug 09 1972 23:06:00 GMT+0300 (Eastern European Standard Time)"
"828","Чорнота","Бачей","Омелянович","male","Mon Dec 16 1968 00:53:29 GMT+0300 (Eastern European Standard Time)"
"829","Августин","Петик","Афанасійович","male","Fri Aug 28 1981 18:18:25 GMT+0400 (Eastern European Summer Time)"
"830","Забава","Лобачевська","Мечиславівна","female","Fri Aug 26 1988 14:05:46 GMT+0400 (Eastern European Summer Time)"
"831","Яровид","Потоцький","Олелькович","male","Fri Nov 18 2005 07:05:23 GMT+0200 (Eastern European Standard Time)"
"832","Дарій","Приймак","Максимович","male","Thu Oct 20 1994 08:06:11 GMT+0200 (Eastern European Standard Time)"
"833","Градимир","Слободян","Васильович","male","Tue Sep 11 1990 16:36:52 GMT+0300 (Eastern European Summer Time)"
"834","Інна","Ткаченко","Василівна","female","Tue Dec 12 1978 23:50:10 GMT+0300 (Eastern European Standard Time)"
"835","Тихон","Юхно","Звенимирович","male","Tue Feb 13 1996 06:37:48 GMT+0200 (Eastern European Standard Time)"
"836","Дарина","Юхно","Олельківна","female","Mon Aug 01 1977 10:04:30 GMT+0300 (Eastern European Standard Time)"
"837","Доброслав","Романів","Ізяславович","male","Wed Sep 06 2006 08:10:01 GMT+0300 (Eastern European Summer Time)"
"838","Ірина","Луцька","Орхипівна","female","Fri Jun 07 1968 16:14:04 GMT+0300 (Eastern European Standard Time)"
"839","Юстина","Ярмак","Болеславівна","female","Wed Jan 25 1989 02:31:33 GMT+0300 (Eastern European Standard Time)"
"840","Доляна","Пономарів","Андріївна","female","Sat Jan 05 2002 08:29:20 GMT+0200 (Eastern European Standard Time)"
"841","Ярополк","Пагутяк","Стефанович","male","Fri Jan 04 1974 13:14:43 GMT+0300 (Eastern European Standard Time)"
"842","Ганна","Кульчицька","Славутівна","female","Thu Jan 27 1966 23:51:36 GMT+0300 (Eastern European Standard Time)"
"843","Гарнослав","Скоропадський","Олегович","male","Sun Sep 29 1974 07:18:00 GMT+0300 (Eastern European Standard Time)"
"844","Василина","Ліхно","Гнатівна","female","Sat Jul 23 2005 13:20:32 GMT+0300 (Eastern European Summer Time)"
"845","Архип","Коцюбинський","Микитович","male","Tue Oct 20 1987 19:37:51 GMT+0300 (Eastern European Standard Time)"
"846","Мокрина","Негода","Божемирівна","female","Mon Apr 26 2004 01:28:18 GMT+0300 (Eastern European Summer Time)"
"847","Тиміш","Михайлюк","Остапович","male","Sat Aug 26 1989 06:19:45 GMT+0400 (Eastern European Summer Time)"
"848","Ростислав","Степанець","Андрійович","male","Fri Sep 30 1988 06:07:44 GMT+0300 (Eastern European Standard Time)"
"849","Февронія","Зварич","Григоріївна","female","Sun Mar 23 1997 18:56:56 GMT+0200 (Eastern European Standard Time)"
"850","Віра","Паламарчук","Несторівна","female","Thu Nov 30 1972 15:25:08 GMT+0300 (Eastern European Standard Time)"
"851","Ольга","Петлюра","Братиславівна","female","Wed Nov 23 1994 23:01:00 GMT+0200 (Eastern European Standard Time)"
"852","Герасим","Балакун","Костянтинович","male","Wed Jul 11 1979 20:19:51 GMT+0300 (Eastern European Standard Time)"
"853","Алевтина","Мазайло","Звенимирівна","female","Sat Sep 02 1995 20:03:02 GMT+0300 (Eastern European Summer Time)"
"854","Стефаній","Сірко","Тарасович","male","Tue Oct 24 2000 13:05:27 GMT+0300 (Eastern European Summer Time)"
"855","Земислав","Пономарів","Вадимович","male","Tue Apr 28 1998 18:34:11 GMT+0300 (Eastern European Summer Time)"
"856","Велемир","Пагутяк","Стефанович","male","Mon Nov 24 1975 09:54:48 GMT+0300 (Eastern European Standard Time)"
"857","Всеволод","Потоцький","Григорійович","male","Wed Mar 24 1982 01:10:21 GMT+0300 (Eastern European Standard Time)"
"858","Звенигор","Ликович","Остапович","male","Tue Sep 13 1988 10:40:27 GMT+0400 (Eastern European Summer Time)"
"859","Анастасія","Слободян","Ізяславівна","female","Thu Sep 27 1979 23:24:05 GMT+0300 (Eastern European Standard Time)"
"860","Охрім","Левадовський","Костянтинович","male","Thu Jul 13 1978 00:29:29 GMT+0300 (Eastern European Standard Time)"
"861","Леся","Єрмак","Миронівна","female","Tue Nov 03 1970 20:43:59 GMT+0300 (Eastern European Standard Time)"
"862","Корнилій","Федоришин","Олександрович","male","Sun May 19 1985 06:14:17 GMT+0400 (Eastern European Summer Time)"
"863","Брячислав","Гойко","Всеволодович","male","Wed Nov 24 2004 20:00:27 GMT+0200 (Eastern European Standard Time)"
"864","Любомила","Коман","Охрімівна","female","Wed Oct 30 1985 14:46:25 GMT+0300 (Eastern European Standard Time)"
"865","Лада","Сторожук","Данилівна","female","Wed Sep 29 1982 01:02:39 GMT+0400 (Eastern European Summer Time)"
"866","Пантелеймон","Бамбула","Борисович","male","Tue Jun 18 1996 00:21:04 GMT+0300 (Eastern European Summer Time)"
"867","Юлія","Лящук","Макарівна","female","Wed Sep 01 1999 23:51:00 GMT+0300 (Eastern European Summer Time)"
"868","Владислава","Цушко","Пилипівна","female","Wed Jan 12 1977 18:52:18 GMT+0300 (Eastern European Standard Time)"
"869","Євген","Хитрово","Афанасійович","male","Thu Sep 27 1990 11:52:19 GMT+0300 (Eastern European Summer Time)"
"870","Ладомир","Сторожук","Арсенійович","male","Thu Dec 29 1994 10:22:40 GMT+0200 (Eastern European Standard Time)"
"871","Діяна","Маковецька","Назаріївна","female","Tue Mar 23 1993 06:07:31 GMT+0200 (Eastern European Standard Time)"
"872","Лариса","Щербак","Зиновіївна","female","Tue Nov 22 1983 05:26:51 GMT+0300 (Eastern European Standard Time)"
"873","Білослава","Павленко","Алевтинівна","female","Tue Mar 01 1966 08:55:07 GMT+0300 (Eastern European Standard Time)"
"874","Станислава","Сушко","Зеновіївна","female","Tue Sep 23 1975 07:57:49 GMT+0300 (Eastern European Standard Time)"
"875","Агнеса","Прядун","Гаврилівна","female","Sun Dec 29 1985 00:18:24 GMT+0300 (Eastern European Standard Time)"
"876","Афанасія","Громико","Всеславівна","female","Tue Jan 28 1986 03:34:52 GMT+0300 (Eastern European Standard Time)"
"877","Злат","Стоян","Костянтинович","male","Wed Dec 07 1988 16:29:07 GMT+0300 (Eastern European Standard Time)"
"878","Маркіян","Сучак","Іванович","male","Sun Nov 23 1969 00:58:51 GMT+0300 (Eastern European Standard Time)"
"879","Назар","Кононець","Васильович","male","Fri Mar 14 1997 21:24:56 GMT+0200 (Eastern European Standard Time)"
"880","Всевлад","Москалюк","Радимович","male","Sat Oct 28 2006 21:21:20 GMT+0300 (Eastern European Summer Time)"
"881","Устим","Петлюра","Григорійович","male","Thu Apr 19 1984 23:36:44 GMT+0400 (Eastern European Summer Time)"
"882","Марічка","Сосюра","Славутівна","female","Sun Mar 19 2000 18:19:02 GMT+0200 (Eastern European Standard Time)"
"883","Ганна","Сердюк","Романівна","female","Sun Dec 08 1968 20:40:20 GMT+0300 (Eastern European Standard Time)"
"884","Назарій","Білич","Данилович","male","Mon Sep 27 1993 17:48:50 GMT+0200 (Eastern European Standard Time)"
"885","Гліб","Потоцький","Зиновійович","male","Fri Jun 07 1968 17:01:32 GMT+0300 (Eastern European Standard Time)"
"886","Мирослава","Павлів","Гнатівна","female","Sun Jul 25 1976 05:24:47 GMT+0300 (Eastern European Standard Time)"
"887","Зорян","Гладківський","Корнійович","male","Sun May 02 1965 03:47:59 GMT+0300 (Eastern European Standard Time)"
"888","Болеслава","Лобачевська","Пилипівна","female","Wed Feb 28 1990 01:08:38 GMT+0300 (Eastern European Standard Time)"
"889","Радослава","Слободян","Славутівна","female","Fri May 20 1983 12:56:05 GMT+0400 (Eastern European Summer Time)"
"890","Зореслава","Левадовська","Орестівна","female","Thu Mar 01 2007 13:59:43 GMT+0200 (Eastern European Standard Time)"
"891","Феодосія","Миклашевська","Корнилівна","female","Sat Dec 03 1966 19:02:49 GMT+0300 (Eastern European Standard Time)"
"892","Кий","Кандиба","Макарович","male","Mon Jun 20 1966 16:48:53 GMT+0300 (Eastern European Standard Time)"
"893","Станіслав","Роменець","Пилипович","male","Tue Oct 10 1967 20:31:02 GMT+0300 (Eastern European Standard Time)"
"894","Ірина","Іванишина","Іванівна","female","Sat Apr 06 1974 04:21:46 GMT+0300 (Eastern European Standard Time)"
"895","Катерина","Пендик","Матвіївна","female","Thu Jun 14 2001 00:51:51 GMT+0300 (Eastern European Summer Time)"
"896","Ростислав","Сучак","Євгенович","male","Tue Feb 09 1988 09:39:47 GMT+0300 (Eastern European Standard Time)"
"897","Милодара","Глинська","Юріївна","female","Tue Jul 04 1978 04:39:39 GMT+0300 (Eastern European Standard Time)"
"898","Альбіна","Марієвська","Гаврилівна","female","Fri Jul 25 1997 08:47:28 GMT+0300 (Eastern European Summer Time)"
"899","Клавдія","Дурдинець","Альбертівна","female","Mon Jun 16 1997 03:20:16 GMT+0300 (Eastern European Summer Time)"
"900","Милодара","Негода","Білославівна","female","Sun Jan 05 1997 20:21:40 GMT+0200 (Eastern European Standard Time)"
"901","Богуслава","Боровська","Всеволодівна","female","Fri Mar 18 1977 07:44:24 GMT+0300 (Eastern European Standard Time)"
"902","Юлія","Майстренко","Захарівна","female","Sun Aug 03 1997 09:54:27 GMT+0300 (Eastern European Summer Time)"
"903","Мечислава","Шиян","Володимирівна","female","Tue Sep 10 2002 12:24:00 GMT+0300 (Eastern European Summer Time)"
"904","Листвич","Опенько","Валентинович","male","Mon Jun 07 1971 22:39:24 GMT+0300 (Eastern European Standard Time)"
"905","Юрій","Ногачевський","Пантелеймонович","male","Thu Mar 16 2006 14:32:47 GMT+0200 (Eastern European Standard Time)"
"906","Добромир","Гайчук","Вадимович","male","Tue Sep 02 1975 02:23:22 GMT+0300 (Eastern European Standard Time)"
"907","Азарій","Пономарів","Славутович","male","Fri Sep 12 1975 22:36:24 GMT+0300 (Eastern European Standard Time)"
"908","Гліб","Махно","Орхипович","male","Sat Jul 04 1992 05:56:32 GMT+0300 (Eastern European Summer Time)"
"909","Христина","Унич","Дмитрівна","female","Mon Mar 04 1974 17:52:55 GMT+0300 (Eastern European Standard Time)"
"910","Біляна","Гнатишина","Любомирівна","female","Tue Apr 26 1994 14:04:34 GMT+0300 (Eastern European Summer Time)"
"911","Зоряна","Милославська","Юріївна","female","Wed May 06 1987 22:46:13 GMT+0400 (Eastern European Summer Time)"
"912","Богуслава","Борецька","Боженівна","female","Sat Nov 07 1970 11:50:31 GMT+0300 (Eastern European Standard Time)"
"913","Олелько","Городоцький","Георгійович","male","Tue Jul 10 2007 11:16:50 GMT+0300 (Eastern European Summer Time)"
"914","Доляна","Шестак","Назаріївна","female","Sun Jun 07 1970 15:51:13 GMT+0300 (Eastern European Standard Time)"
"915","Микола","Гайовий","Вадимович","male","Mon May 21 1973 20:35:20 GMT+0300 (Eastern European Standard Time)"
